uai - identifiant;exercice;Acquisitions d'immobilisations;ANR hors investissements d'avenir;ANR investissements d'avenir;Autres ressources propres;Autres Subventions;Besoin en fonds de roulement;CAF / Produits encaissables;Charges décaissables / Produits.encaissables;Charges externes;Charges externes / Produits.encaissables;Contrats et prestations de recherche hors ANR;Dépenses de personnel;Dépenses de personnel / Produits encaissables;Droits d'inscription;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Fonds de roulement net global;Formation continue, diplômes propres et VAE;Ressources propres;Ressources propres / Produits encaissables;Résultat net comptable;Solde budgétaire;Taxe d'apprentissage;Trésorerie;Trésorerie en jours de charges décaissables;Valorisation;rce;vague;typologie;code du groupe;groupe;uai actuel;etablissement;code de la commune;commune;code de l'academie;academie;code de la region;region;Capacité d'autofinancement;Charges de fonctionnement décaissables;Produits de fonctionnement encaissables;Résultat net comptable hors SIE;Subventions de la région;Subventions Union Européenne
0290346U;2020;9e+06;1825000;2062990;4220000;10193060;-10528701;1.25869565217391;98.7413043478261;;;1400000;154500000;83.9673913043478;3700000;;8.10166046542348;4088728.0;7700000;41175000;17.6086956521739;-1084000;-1500000;1300000;14617429.0;28.963884766958;6e+05;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0290346U;Université de Bretagne Occidentale;29019;Brest;A14;Rennes;R53;Bretagne;2316000;181684000;1.84e+08;-1084000;4136559;4037391
0310152X;2020;10994976;3600099;905530;4647842;3932792;-8486004;1.79334558282593;98.2066544171741;;;3991661;45572465;72.544496446093;1777894;;13.3338753682989;2285035.0;1167551;24022459;35.5548455200195;-859019;-4964024;967709;10771039.0;62.8522939968477;22400;2012;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0310152X;Institut national des sciences appliquées de Toulouse;31555;Toulouse;A16;Toulouse;R76;Occitanie;1126580;61693437;62820017;-859019;1497982;1510999
0311383K;2020;13163662;237385;297550;5288973;1761302;-7981162;0.645922893528147;99.3540765523056;;;0;148430336;82.2550842814841;4073572;;39.3120490273615;19578021.0;2892731;20147761;6.99565079235246;-104436;-4474064;419211;27559183.0;55.3379707402515;387700;2011;A;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0311383K;Université Toulouse - Jean Jaurès;31555;Toulouse;A16;Toulouse;R76;Occitanie;1165576;179285683;180451260;-104436;2938329;1851008
0370800U;2020;17405764;1053004;1595234;7001224;8402988;-17006774;2.37360394916955;97.6263955516559;;;242896;162637853;81.1846774876894;3949900;;57.4296826886429;31199579.0;2835700;45252185;17.8892039650932;153058;-2486092;899500;48206353.0;88.7343882546206;764698;2010;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0370800U;Université François-Rabelais;37261;Tours;A18;Orléans-Tours;R24;Centre-Val de Loire;4755058;195575666;200330725;153058;15332120;3174921
0420093Y;2020;1425327;178876;4500;95000;32000;351443;10.8568598749801;89.1431401250199;;;591824;2458585;44.861366110467;340000;;54.23080087919;735943.0;1388169;4062751;63.7525212548121;25000;-261474;250000;384500.0;28.3333667662422;112000;;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0420093Y;École nationale d'ingénieurs de Saint-Étienne;42218;Saint-Étienne;A10;Lyon;R84;Auvergne-Rhône-Alpes;595000;4885406;5480406;25000;848553;221829
0490970N;2020;11396585;978777;1907873;5033348;8006684;-4366264;1.03241143694539;98.9675885630546;;;1080;129690454;80.5204467327538;4074208;;37.7957840882534;16735384.0;4430275;33913092;20.7119277700905;90973;-9180354;721118;21101648.0;47.6567093838017;435067;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0490970N;Université d'Angers;49007;Angers;A17;Nantes;R52;Pays de la Loire;1662856;159402388;161065244;90973;5665366;2659296
0542493S;2020;36816764;4244876;8841311;27013059;20783471;60901722;1.98073714342253;97.9908937555288;;;1012094;484680000;80.8819758603615;11696519;;82.9916650340997;135369568.0;11643083;125478870;18.4056601589857;-374575;-7450229;2902450;74467846.0;45.654356605784;5407079;2012;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0542493S;Université de Lorraine;54395;Nancy;A12;Nancy-Metz;R44;Grand Est;11869439;587204082;599243521;-374575;12892363;19042565
0597131F;2020;785725;0;0;264298;2968499;0;4.0309273416268;95.9690726583732;;;0;6648933;69.4830924164747;428000;;23.5206670983871;600000.0;1045103;5766938;60.2660135113529;5725;4e+05;405000;600000.0;23.5206670983871;0;;;;;;;;;;;;;;385725;9183413;9569138;5725;625700;30338
0673021V;2020;66738174;5249859;48586918;32111813;14866907;-8621147;1.74463446209344;98.2553655379066;;;1052416;373098819;77.4938309803101;8271113;;97.0864184607291;127576005.0;27377440;155331152;29.0624817123794;1099650;-38329590;1013785;136197152.0;103.647184219568;2011142;2009;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0673021V;Université de Strasbourg;67482;Strasbourg;A15;Strasbourg;R44;Grand Est;8399650;473056505;481456155;1154200;5589303;9200456
0720916E;2020;5596286;1587678;342180;1365178;7375389;-3554322;2.77445896447597;97.2255421110917;;;1126306;78166229;84.0730655461776;2184198;;32.6459055080637;8197263.0;1608500;20812305;18.6522905293592;485530;349371;739568;11751585.0;46.8011253853852;;2011;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0720916E;Le Mans Université;72181;Le Mans;A17;Nantes;R52;Pays de la Loire;2579530;90394634;92974163;485530;2183855;2299453
0753455Y;2020;8204978;4195506;5406200;12621446;3873806;-1273388;3.63033567803353;91.0168461163083;;;678167;81037757;63.3025831066835;5e+05;;68.5955744893974;22201451.0;0;32830029;31.0181236077919;388096;-3779848;60000;23474839.0;72.5299471305326;8000;2010;D;école normale supérieure;GR30;écoles normales supérieures;0753455Y;École normale supérieure de Paris;75105;Paris 5e;A01;Paris;R11;Île-de-France;4647429;116516589;128016509;388096;1526376;3960528
075CAMPU;2020;1612810;0;0;17992128;0;-42386639;-7.34497374547072;107.344969503925;;;0;14831271;62.9075080569214;0;;152.269415669821;10704534.0;0;17992128;75.5346011906102;1983712;-3418769;0;53091173.0;755.209137542592;0;;;;;;075CAMPU;;;;;;;;-1731674;25307986;23576313;1983712;0;0
0801344B;2020;16377616;802157;1408094;6171261;4506869;1795100;1.35233033695032;98.6476691443781;;;1150608;164487756;85.3151243647375;3741900;;35.048594996955;18516653.0;3485105;33788376;14.9284121704627;-327703;-8763956;834418;16721553.0;31.6508031347306;0;2011;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0801344B;Université de Picardie Jules-Verne;80021;Amiens;A20;Amiens;R32;Hauts-de-France;2607296;190192933;192800230;-327703;6289500;5398464
0830766G;2020;7665867;272332;540000;2698693;4176889;-3009915;1.91742703594942;98.0825729640506;;;;69759592;83.1779296374748;1300000;;58.9221046658207;13463669.0;2062536;14422524;14.849478008341;8106;-4028639;250000;16473584.0;72.094630421261;285725;2012;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0830766G;Université de Toulon;83062;La Garde;A23;Nice;R93;Provence-Alpes-Côte d'Azur;1608106;82259805;83867911;8106;1980798;855551
0921204J;2020;9661141;457000;441917;7190998;4217539;-8381803;1.7591444035078;98.2408555964922;;;1561600;159550198;82.1903774870826;5404211;;45.7738967530451;24248445.0;3360945;23442948;11.7889295823907;73165;-6442267;398843;32630248.0;61.5962633058844;;2012;D;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0921204J;Université Paris Nanterre;92050;Nanterre;A25;Versailles;R11;Île-de-France;3414899;190707823;194122722;71217;409895;
0951376E;2020;1990258;;;3322079;;157388;7.78664544066062;103.002889658823;;;;2272878;44.9144632927566;;;306.903163387287;4443633.0;;3322079;53.5095531848;144040;-1527968;;4286245.0;296.033031880208;;;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0951376E;École nationale supérieure de l'électronique et de ses applications de Cergy;95127;Cergy;A25;Versailles;R11;Île-de-France;394040;5212419;5060459;144040;;
0952259P;2020;21009023;;14300000;6455469;9225737;-18286271;1.47867639282435;98.5213236071756;;;;139435000;77.7809460629763;2800000;;30.3241867767881;14877004.0;24834259;60659700;29.0815853371724;5768;-9136891;1123193;33163275.0;67.5975717442831;;;;;;;;;;;;;;;2650768;176615501;179266269;5768;1531042;390000
1260001S;2020;305925;12994;0;240110;25000;8854;-2.70011584064978;102.70011584065;;;0;3975000;71.1145301744766;0;;129.797982754116;2069737.0;0;278104;4.97540510682834;-377025;-305925;0;2060883.0;129.242727985367;0;;;école française à l'étranger;GR40;écoles françaises à l'étranger;1260001S;École française d'Athènes;;Athènes;A99;Étranger;R99;Étranger;-150925;5740500;5589575;-377025;0;0
0101060Y;2010;2659681.75;;;;;;4.84909905841853;95.1497391583904;5429304.66;17.5213191483508;1054275.68;23476423.11;75.7625382127717;;1504524.41;81.8048733729266;6699797.71000001;297306.24;10349239.84;33.3988135746774;916017.430000002;;501378.65;13329644.33;162.755640352281;41094.57;2009;B;université technologique;GR50;écoles d'ingénieurs;0101060Y;Université de technologie de Troyes;10387;Troyes;A19;Reims;R44;Grand Est;1502582.99;29483905.74;30986848.73;;814893.49;328526.38
0133774G;2010;1424227.22;0;0;153655.58;3784825.8;;4.52001577663977;95.4799842233602;5958206.88;78.9760750831473;162731.38;956330.98;12.6761740238231;79861.47;657148.89;92.8695750389571;1858246.52;187808.64;5006972.8;66.3674605055131;266783.37;;499299.58;3138760.26;156.865802442276;;2014;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0133774G;École centrale de Marseille;13213;Marseille 13e;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;;7203314.4;7544318.8;;11141.11;70005.47
0141408E;2010;14012410.33;0;0;8113120.85;1124638.93;;-0.656916717135802;99.5866686088142;32757244.6;53.4714465318534;6682036.84;25179373.78;41.1016724765312;1823615.27;567013.329999998;77.0768697559276;13061955.6;5940281.65;29455440.7;48.0817309787474;;;1963170.25;16726357.2;98.7000181960134;81099.3;2011;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0141408E;Université de Caen Normandie;14118;Caen;A05;Caen;R28;Normandie;;61007978.54;61261190.27;;1828619.79;351443.19
0290119X;2010;713329.65;0;0;180601.61;;4394.11999999941;17.5148375881566;82.4029602079175;1411367.93;44.2757636018156;;1139905.36;35.7597612748665;2970.5;477900.81;441.255631040012;3219621.05;;1077218.09;33.7932104638649;273269.99;;33;3215226.93;440.653407932586;;;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0290119X;École nationale d'ingénieurs de Brest;29019;Brest;A14;Rennes;R53;Bretagne;558316.29;2626739.46;3187676.09;;800;
0301687W;2010;290202.46;0;0;226439.37;338037.22;;7.57295729725928;92.4270427027407;2134562.35;33.3360393899942;50658.55;3460418.15;54.0422891625774;323687.58;735896.59;146.025301353408;2400598.4;111381.4;1358536.25;21.2166292274081;;;76611.94;3729832.41;226.880890059727;15664.76;2011;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0301687W;Université de Nîmes;30189;Nîmes;A11;Montpellier;R76;Occitanie;484909.12;5918258.11;6403167.23;;136134.89;26494.2
0331764N;2010;16536091.85;0;0;5249776.91;8428599.98;6755460.39999999;6.11602791124893;93.8839720887511;27618638.47;17.5594813809687;3776467.81;109849162.58;69.8403119014618;1343531.6;15321857.47;37.9632108636881;15571931.06;1848170.42;48581634.52;30.8874135029353;4167971.07999999;;1250463.94;8816470.65999997;21.4939003678776;10116.44;2010;A;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0333298F;Université BORDEAUX 1 - SCIENCES TECHNOLOGIES;;;;;;;9619667.00999999;147666518.56;157286185.57;;3176919.26;7825500.8
0332929E;2010;3418395.71;0;0;2778581.1;1703262.11;;6.59232695898534;93.351780013828;11268970.01;37.8534071382481;245074.35;13783186.98;46.2988709663396;2094102.26;3909188.21;212.642298059923;16415306.91;2256623.53;13207195.28;44.3640669594957;858181.029999999;;2394792.5;18586064.11;240.762076877882;3645.42;2011;A;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0333298F;Université BORDEAUX 4 - MONTESQUIEU;;;;;;;1962537.6;27790851.31;29770028.28;;246444;277543.47
0350097R;2010;2669487.5;0;0;3660658.98;754494.43;620160.78;3.76802806277504;96.2330634891623;6062693.57;49.0603077476815;1094337.81;4357989.48;35.2655634960548;;1669587.59;72.6030741560081;2398347.83999999;2080;7864703.14;63.642463854982;;;511667.16;1778187.06;53.8294924644603;6521.72;2015;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0350097R;Institut national des sciences appliquées de Rennes;35238;Rennes;A14;Rennes;R53;Bretagne;465639.14;11892130.36;12357634.61;;815087.71;116423.52
0370800U;2010;;0;0;1484482.99;4890170.55;;-0.423398498035584;100.396187461266;22257018.56;13.6597249054921;1721817.02;138232319.81;84.8368552401751;3511464.33;3252997.31000001;66.5090916768785;30221830.92;2326708.19;23534145.85;14.4435319281474;;;1259728.26;33544069.28;73.8203315631244;22495.79;2010;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0370800U;Université François-Rabelais;37261;Tours;A18;Orléans-Tours;R24;Centre-Val de Loire;;163584539.45;162938995.58;;5114100.87;822833.85
0381912X;2010;6347137.98;0;0;3584320.09;9351982.96;;5.20014656178224;94.7998534382178;25310938.16;22.7429108792534;5291274.78;73658714.28;66.1853608017518;1592307.28;11959432.26;;;3813635.58;39632117.41;35.6110748844616;;;3206490.96;;;327440.91;2010;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0381912X;Grenoble INP;38185;Grenoble;A08;Grenoble;R84;Auvergne-Rhône-Alpes;5787323.73999999;105504226.82;111291550.56;;4923391.55;2777965.66
0450855K;2010;;;;;;3064389.73999999;;;;;;;;;;;12248246.7;;;;;;;9183856.96000001;;;2011;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0450855K;Université d'Orléans;45234;Orléans;A18;Orléans-Tours;R24;Centre-Val de Loire;;;;;;
0570140T;2010;1937414.9;0;0;546643.85;;;4.87391934973221;95.1038912526793;3635285.49;58.9741154301612;;2120981.32;34.408025871689;;540530.799999999;84.6006424936265;1377674.23;;4085075.95;66.2709273532945;1663.37999999935;;447168.67;1401047.4;86.0359492998753;;;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0542493S;ENI METZ;;;;;;;300438.389999999;5862399.01;6164205.2;;;
0631262E;2010;;;;;;;;;;;;;;;;;24063840.01;;;;;;;33281785.3;;;2009;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0632035V;Université CLERMONT-FERRAND 1 - AUVERGNE;;;;;;;;;;;;
0660437S;2010;4136964.18;0;0;657477.19;1853583.04;2640127.04;4.37122776498198;98.5979083903394;8739179.33;43.1598645975759;147967.56;10642827.99;52.5613444510573;954150.47;2119242.56;225.957885141818;12530929.32;1900032.44;8206037.58;40.5268569806793;725219.969999999;;294509.67;9890802.28;178.351079035906;41918.9;2012;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0660437S;Université de Perpignan - Via Domitia;66136;Perpignan;A11;Montpellier;R76;Occitanie;885103.409999999;19964492.73;20248393.76;;518128.19;1103213.14
0673021V;2010;28546600.34;0;0;15173841.41;10333863.4;;1.6448072459135;98.3563805133026;63102227.37;15.6078074416546;6103717.36;311095581.27;76.9468865170389;;9415269.64;48.5373661709811;53614101.79;9026399.96;85433536.39;21.1312696969656;1441304.52;;1683405.68;61697397.8100002;55.8552524302331;249995.38;2009;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0673021V;Université de Strasbourg;67482;Strasbourg;A15;Strasbourg;R44;Grand Est;6649941.14;397653976.04;404299115.08;;3331621.83;587842.04
0691774D;2010;24713892.84;0;0;16145426.94;18191510.5;8031013.54;8.17715067552276;91.8207603209215;49086887.24;14.100195118464;3954285.4;256764951.83;73.7556631506219;6973400.12;32008432.44;41.9838093197907;37278685.9400001;10430580.8;73003473.92;20.9702281907761;21881821.93;;2263305.7;29247672.4;32.9391626911327;468614.36;2009;A;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0691774D;Université Claude Bernard - Lyon 1;69266;Villeurbanne;A10;Lyon;R84;Auvergne-Rhône-Alpes;28467043.88;319654818.27;348129134.58;;7613788.87;3523636.13
0750736T;2010;2274440.77;0;0;2523282.01;1243529.56;;6.53826294615752;93.4617370538425;14173893.22;40.7272474261084;1450126.63;16437546.8;47.2316268516263;;3485111.53;161.051869403756;14551280.6;6974378.51;22981445.58;66.0348575947791;1217142.37;;2734704.93;16075294.72;177.919479188129;29218;2011;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0750736T;Université Paris-Dauphine;75116;Paris 16e;A01;Paris;R11;Île-de-France;2275445.72;32526545.86;34801991.58;;239980.4;215217.87
0751719L;2010;2273049.3;0;0;2049073.17;1445579.71;;8.22310571707144;91.4493779417501;13246702.51;44.9762864495508;2983.69;12575914.73;42.6987729840402;1906960.68;2914161.86999999;279.029484269079;20876252.46;1443187.59;7933775.77;26.9374035831673;2238094.05999999;;177714.77;26577486.97;355.231500319156;116566.28;2011;D;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0751719L;Université Sorbonne Nouvelle - Paris 3;75105;Paris 5e;A01;Paris;R11;Île-de-France;2421921.49999999;26934253.58;29452637.28;;443445;103875.51
0751721N;2010;21613506.41;0;0;7203648.94;8924359.35;;5.60007890329483;94.312464206615;31896196.01;12.0711218671227;5683177.75;211504248.97;80.0438260390266;5973877.05;17976466.97;87.2486156070623;60397142.6900001;8039339.73;42575387;16.1126638692522;10483356.02;;1255638.81;65410680.77;94.4910816789831;22850.47;2009;D;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0751721N;Université Paris Descartes;75106;Paris 6e;A01;Paris;R11;Île-de-France;14797399.64;249207064.4;264235556.24;;1638402.34;222901.88
0753486G;2010;287220.42;0;0;140959.39;975186.05;;8.90753159762511;91.0924684023749;2919864.96;48.0932281194582;227567.82;2179781.35;35.9032774296831;282717;816673.78;137.096453558181;2106129.29;243895.75;2041598.08;33.6272545253901;332121.41;;12539.18;3028089.02;197.110532421524;3237.65;2013;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753486G;École pratique des hautes études;75114;Paris 14e;A01;Paris;R11;Île-de-France;540799.41;5530460.67;6071260.08;;61576.15;43841.47
